SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
E4_2_9,2.0471743,43.5665,1.943,485.9505,11049.5,8304.5,44866.0,9.498,1263.0,71.961,53.3875,716.0,32190.5,11.726,28.8445,20.0775,76.274,14.723,4.0295,12.66,63.246,127.7055,14.5625,16.033,3.5675,0.864,0.1775,2.834,0.5525,6.166,241.229,30.9575,66.4165,7.2775,27.314,5.396,0.988,4.5425,0.585,3.191,0.561,1.538,1.272,0.5415,15.8965,10.458,41.58,17.9,334.57,8.31,160.5,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_10,3.33295367,40.1155,1.461,413.8835,6892.0,4556.0,28372.0,8.678,746.5,67.239,51.8895,517.0,20375.0,11.906,28.8525,20.146,68.863,14.4075,3.976,13.922,59.685,144.7955,14.1805,14.3475,3.5985,0.8005,0.186,2.7885,0.82,6.1765,254.96,31.832,67.132,7.4385,27.8115,5.5155,1.0085,4.6,0.584,3.162,0.5525,1.5065,1.2355,0.459,16.8855,11.2575,67.76,26.89,450.41,8.05,223.1,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_11,0.85418091,37.3185,1.451,303.405,8032.5,3998.0,34365.5,7.572,692.0,60.021,46.4015,549.5,23516.0,12.224,30.197,21.0485,72.406,13.441,3.6035,14.505,50.3395,130.751,14.387,6.7045,2.7365,0.8315,0.199,2.686,1.032,5.958,208.6235,31.411,66.828,7.5075,28.3815,5.763,1.0545,4.8235,0.6115,3.289,0.568,1.535,1.2435,0.1585,17.8565,11.201,33.88,15.73,360.41,8.33,168.9,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_12,2.50460064,42.0305,1.9785,383.416,8922.0,5733.0,38460.5,8.847,918.5,67.393,49.395,654.0,27911.0,12.2775,46.1425,40.525,67.888,14.3965,4.0425,13.519,58.11,111.1415,14.669,12.5385,3.107,0.8155,0.193,2.677,0.9225,6.1275,219.7695,31.9065,67.838,7.5155,28.163,5.61,1.0165,4.733,0.6045,3.2485,0.568,1.5405,1.2675,0.3725,17.772,10.9545,58.52,27.87,348.64,8.24,172.7,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_13,2.16205436,42.6855,1.878,386.618,9983.0,6266.0,44319.0,8.717,1012.5,65.7035,49.7515,672.5,28817.0,12.06,31.308,24.0795,70.792,13.8775,3.9495,13.678,56.5835,120.834,14.4515,12.0305,3.3935,0.8035,0.194,2.539,0.7095,6.1085,211.811,30.465,64.476,7.1815,27.1515,5.449,1.0115,4.6155,0.5835,3.1485,0.5505,1.4975,1.2135,0.3225,16.5755,10.536,54.67,27.08,203.93,8.24,182.2,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_14,2.32246065,40.851,1.5585,384.0095,7838.0,4958.5,29749.0,8.8395,728.5,66.3075,49.858,504.5,22587.5,12.7135,30.0845,20.6345,99.7305,14.491,3.708,13.6615,59.934,104.375,13.9965,7.577,2.242,1.1205,0.1735,2.7205,0.9805,6.3855,218.351,30.3155,64.6225,7.141,26.9855,5.4335,1.0065,4.553,0.577,3.128,0.545,1.465,1.1995,0.1945,16.596,10.292,,27.18,357.8284672,8.31,192.6,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E4_2_15,3.18853951,36.062,1.5305,306.636,7269.0,4141.0,31976.0,7.5145,645.0,59.2575,46.4735,514.0,21547.5,11.9575,28.761,19.939,74.166,13.237,3.4615,13.9655,50.805,112.281,13.4035,7.223,2.2515,0.7655,0.1855,2.655,0.983,5.6555,202.8045,28.4905,60.5045,6.7935,25.804,5.1845,0.958,4.3415,0.56,3.011,0.525,1.4105,1.1585,0.1805,16.7975,9.5825,81.62,18.99,333.3,8.16,170.6,,,,,,Clay,109.135699,35.477821,988,Flat,0.368864,4184.100098,2803.800049,790.5,0.501330018,-2.400000095,23.39999962,37.77999878,-21.02000046
E5_1_1,3.25271243,29.463,1.0875,295.1555,5742.5,3579.5,11770.5,5.4355,1358.5,44.8655,28.8465,451.0,17623.0,7.995,16.569,13.6285,74.816,10.977,3.4765,7.2385,38.108,79.2595,12.7735,7.581,9.0695,1.256,0.198,5.0645,0.333,3.2445,110.324,30.517,60.934,6.6315,25.2135,4.579,0.911,3.7885,0.464,2.606,0.451,1.304,1.154,0.2955,15.2185,8.658,58.52,8.63,178.72,8.29,190.9,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_2,7.04415637,35.628,1.046,360.7225,7174.0,4120.5,16113.0,6.2395,1564.0,50.4945,32.993,581.0,21049.0,8.892,18.4345,14.6975,65.968,12.9755,3.9295,8.054,44.0715,100.954,14.3885,9.129,8.6285,1.436,0.1735,3.1695,0.412,3.752,136.124,36.504,72.615,7.8445,29.824,5.3845,1.062,4.462,0.544,3.0035,0.52,1.4665,1.3065,0.377,15.9555,15.253,29.26,19.38,130.64,8.41,173.2,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_3,4.24215058,30.6175,0.8825,299.097,6802.5,3707.5,14345.5,5.3155,1652.0,44.5295,29.998,546.0,20535.5,8.0725,17.192,13.174,59.5405,11.4355,3.674,7.1895,37.6725,82.4075,13.615,8.0575,9.0155,1.428,0.1495,2.9145,0.2395,3.235,110.47,33.532,66.5215,7.266,27.6265,5.017,0.9935,4.1065,0.5075,2.816,0.4905,1.3975,1.241,0.316,14.5595,11.437,64.68,7.74,149.78,8.35,202.1,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_4,2.70970801,39.0595,1.487,409.397,7996.5,5521.0,16793.5,7.3215,1772.5,58.7245,37.962,605.0,23478.0,9.7975,20.6845,17.335,94.943,15.274,4.5755,9.043,51.9755,103.6765,15.1595,10.4275,8.5315,1.76,0.194,3.2515,0.4385,4.196,149.512,45.68,86.1155,8.939,32.831,5.7,1.127,4.632,0.56,3.1005,0.5435,1.5235,1.328,0.415,17.2085,13.0735,77.0,11.59,253.86,8.23,214.7,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_5,11.2028313,33.6815,1.1695,338.5115,7242.0,4557.5,16757.0,6.1345,1783.0,50.519,33.2505,594.5,22354.0,9.0985,19.143,14.799,86.586,14.189,4.282,8.235,44.21,98.636,15.273,8.928,10.405,1.528,0.1825,3.2205,0.233,3.7795,129.0975,44.606,84.9545,9.0095,33.297,5.751,1.134,4.6655,0.5665,3.1205,0.541,1.5565,1.3765,0.363,16.659,13.7725,52.36,8.53,112.54,8.35,191.2,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_6,2.24636839,30.4015,1.1065,255.892,7105.0,3704.0,14019.0,4.4125,1387.5,39.66,27.0915,569.0,20888.0,8.0565,16.704,13.977,71.8965,10.44,3.2635,7.4415,35.808,72.0965,11.161,4.8785,6.816,1.2255,0.1675,2.6525,0.514,3.177,104.7435,32.3015,61.9145,6.5835,24.645,4.3755,0.831,3.5525,0.426,2.3175,0.3995,1.1425,0.9885,0.137,15.2435,10.2415,77.0,14.84,207.81,8.47,240.4,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_7,9.36123363,35.356,1.247,348.2905,7576.5,4116.0,16037.5,5.7225,1641.5,48.9355,33.8105,591.0,22422.5,9.0765,21.5755,19.2405,81.1775,12.4865,3.91,8.1335,42.1795,89.2295,13.97,7.71,9.228,1.4905,0.1925,2.9585,0.226,3.725,124.6225,37.892,72.743,7.818,29.481,5.2465,1.036,4.298,0.524,2.8755,0.493,1.415,1.2365,0.2355,16.6585,11.737,47.74,6.85,153.56,8.21,200.8,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_8,4.48405712,31.78,0.8615,303.786,7169.0,4389.5,16809.0,5.6185,1602.0,45.54,30.6085,563.5,21126.5,7.9525,16.8375,14.2995,82.088,11.677,3.7415,7.239,39.711,91.48,12.979,8.169,8.139,1.288,0.1755,2.8755,0.2655,3.377,119.656,34.504,67.3765,7.3845,28.0045,5.018,0.96,4.071,0.492,2.7005,0.472,1.3365,1.1685,0.3185,15.2895,10.8235,69.3,14.75,208.25,8.25,222.2,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_9,4.47168245,37.158,0.995,344.4425,7385.5,3572.5,16891.5,5.983,1521.0,50.3615,34.6525,560.5,21554.0,9.686,20.4905,17.41,97.5015,12.396,3.899,8.6135,43.0925,94.1335,13.864,7.932,9.3375,1.5865,0.1965,3.033,0.254,3.925,131.691,35.655,70.2065,7.588,28.7495,5.2245,1.027,4.3,0.5275,2.9335,0.5015,1.434,1.2615,0.252,17.9885,16.116,104.72,11.98,196.7,7.98,272.1,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_10,1.72144927,40.814,1.475,414.986,8820.5,4533.0,16320.0,7.3845,1833.5,58.188,38.639,746.0,26439.0,9.861,20.572,16.8015,101.948,15.58,4.883,9.1795,50.27,103.8105,16.105,10.0395,10.1165,1.3855,0.197,3.1865,0.3835,4.001,143.2575,41.842,83.7525,9.2385,35.4935,6.441,1.271,4.9885,0.5945,3.212,0.544,1.5665,1.373,0.3855,17.443,12.4015,92.4,18.5,182.19,8.15,241.7,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_11,1.23493703,37.326,0.945,328.5415,7755.5,4964.5,16497.0,6.302,1557.5,51.141,35.545,591.0,23030.5,9.3945,20.2155,16.486,104.78,12.6925,3.7665,8.501,47.933,89.0385,13.476,8.6675,7.9565,1.4035,0.189,3.0165,0.449,4.2185,134.976,33.3835,65.522,7.1175,26.826,4.828,0.9645,3.9915,0.492,2.7375,0.4955,1.3675,1.1925,0.3095,17.103,10.6905,70.84,15.53,158.44,8.18,218.3,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_12,9.07289648,39.061,1.0945,419.577,8002.0,5040.5,17540.0,7.193,1729.0,56.999,37.7535,629.0,24301.5,9.9085,20.9485,16.4955,96.4215,14.7115,4.307,9.019,49.918,110.8465,14.8255,10.1025,8.147,1.4545,0.192,3.277,0.4685,4.155,151.593,42.2365,80.6805,8.53,31.623,5.5575,1.1115,4.51,0.5465,2.9995,0.5575,1.49,1.3045,0.387,17.404,12.007,60.06,9.32,196.2,8.21,235.0,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_13,7.2401311,34.3285,1.0885,321.9295,7658.5,4038.5,15298.0,5.9115,1467.0,51.655,35.7215,596.5,22834.0,9.6425,20.7445,17.125,98.4165,13.8365,4.076,9.309,45.6965,91.666,13.9325,5.5715,7.4065,1.315,0.208,3.0815,0.601,3.9495,134.194,40.2755,77.9985,8.3095,30.818,5.3755,1.044,4.314,0.52,2.8565,0.49,1.409,1.226,0.157,17.4115,12.9405,107.8,9.61,190.28,8.01,227.4,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_14,4.04144274,41.5795,1.497,399.502,9427.5,4797.5,17887.0,7.382,1913.5,59.352,37.8445,760.5,28132.5,9.871,20.6595,16.5985,94.606,14.67,4.481,8.733,50.3265,102.3285,15.88,10.4125,10.592,1.633,0.1945,3.075,0.229,4.0965,143.8535,40.7415,78.9815,8.4835,32.164,5.7445,1.1725,4.6735,0.5735,3.1735,0.5495,1.5685,1.372,0.393,17.591,11.8865,89.32,9.42,180.28,8.14,288.4,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_15,8.14679163,44.2375,1.3935,392.114,9424.5,4285.5,18443.0,7.6415,1723.5,60.292,39.915,723.0,27205.5,10.6715,22.46,17.877,98.4195,14.443,4.314,9.3375,51.927,104.815,15.6095,10.675,9.1565,1.5885,0.1865,3.142,0.2725,4.533,152.418,37.2025,74.0285,8.1005,30.9545,5.664,1.1155,4.622,0.572,3.1685,0.5485,1.574,1.3695,0.392,18.107,13.098,56.98,11.49,157.22,8.18,195.7,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E5_1_16,5.42978468,34.994,1.098,361.603,7445.0,4894.0,15420.0,6.82,1835.5,56.0175,36.7235,594.5,22912.5,9.611,20.7105,15.7535,89.785,14.806,4.578,8.9795,47.802,99.6865,15.8825,9.754,10.708,1.3385,0.1975,3.1835,0.435,3.978,137.3195,46.2365,87.19,9.222,34.154,5.876,1.181,4.758,0.579,3.2005,0.555,1.594,1.416,0.3615,17.592,13.7375,64.68,9.91,170.8,8.25,206.2,,,,,,Clay,110.076062,34.586035,332,Flat,0.468373001,5261.899902,3688.399902,881.0,0.422277987,0.200000003,27.10000038,41.95000076,-15.97999954
E6_1_5,2.27213762,8.59505208,0.427723807,90.17643289,2906.055673,2293.885112,3816.201155,2.828952482,395.2421694,25.37031958,20.77964927,346.6506522,16824.89101,7.541419672,18.83356151,22.02116802,33.94116657,4.28626807,1.201836904,7.734588809,19.83066874,23.59933733,7.932380165,0.55200489,1.328106077,0.385100715,0.273270638,4.186300205,0.509794317,2.887909171,110.7842932,15.4333611,31.66381373,3.489850745,13.12065242,2.583964881,0.514630065,2.476045563,0.312557228,1.602229013,0.29404927,0.776121177,0.638135174,0.01363859,12.13565274,3.611236012,322.8764,33.13108734,109.44,7.91,99.9,10.43,5.24,15.67,1331.3146,21.42143765,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_6,2.54840314,8.660454848,0.441669113,94.20147833,3040.994517,2248.062785,3946.16387,2.914623772,425.5533149,26.44296575,19.73196347,337.3671939,17060.2527,7.516464826,17.40723355,22.41355701,34.97349081,4.41242921,1.268930797,7.259897734,19.76159673,20.38668187,7.522943449,1.680745364,1.38722914,0.369937733,0.253238211,4.03223661,0.480572467,2.924771348,100.1921397,17.38801896,35.33330875,3.866992915,14.10028281,2.703024822,0.514483936,2.521842736,0.319436466,1.603591981,0.285635161,0.739520067,0.603811921,0.035583095,12.5884386,5.826660118,154.154,22.33567326,80.2,7.99,94.4,8.42,3.96,12.38,1185.6306,17.79658577,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_7,4.32821903,8.809507624,0.432858612,109.2983155,3158.870236,2393.63707,4217.455041,3.029077131,444.339738,26.64422844,20.38770803,351.1082667,17594.57774,7.70969219,17.92843782,23.81297761,35.44908165,4.539006664,1.291668432,7.490655826,20.57231137,22.06231759,7.539858551,2.125339878,1.488866962,0.354853923,0.248992713,4.189460455,0.523574776,2.983318654,102.7556153,15.85847724,32.68247168,3.620137601,13.4291908,2.591857192,0.522049778,2.451638598,0.307917424,1.573082263,0.282025533,0.754969966,0.629706383,0.042627171,12.41531704,4.914088332,269.346,27.13812507,83.34,7.94,101.9,8.64,5.31,13.95,1331.3146,17.11741235,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_8,1.19641036,9.371699895,0.565357827,108.667241,3573.918051,2541.237571,4702.014218,3.369465372,506.0839335,30.87547116,23.59928429,393.9872072,19788.63158,8.521006976,19.84796804,26.75831065,44.40185209,5.05842404,1.415969439,7.8040418,22.8665427,22.37699589,8.586458758,2.105865408,1.675101287,0.398179782,0.297530096,4.628524903,0.600671324,3.447063179,111.8412581,19.16311406,38.28605875,4.25583032,15.70503139,2.992528154,0.585377854,2.81411315,0.360517211,1.841229204,0.325280123,0.856731155,0.698800507,0.044060319,14.43223693,6.027366087,186.34,24.55187832,83.62,7.93,95.2,5.35,4.79,10.14,1299.298,19.35876456,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_9,3.92951746,10.6874911,0.579462854,106.6450731,4093.590813,2876.921307,4705.189112,3.796746721,567.7699348,33.49967382,25.9956104,441.5780768,22140.24706,9.731914883,22.32294567,29.12085874,45.86459467,5.538676885,1.561751503,9.14124192,26.35503547,25.67835587,9.72566494,2.732173722,1.998702583,0.490272139,0.321482349,5.445322745,0.768576732,3.97976443,125.3015011,20.43719569,41.14552147,4.580003083,17.13193977,3.329079328,0.665708801,3.129695283,0.399310142,2.045309494,0.375686645,0.991100848,0.810893354,0.059745919,15.87502556,5.993642564,322.8764,25.21628194,79.42,7.88,96.1,6.9,3.93,10.83,1239.8386,21.35646868,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_10,6.02009035,11.78550558,0.749360964,123.4915864,4222.111445,3001.203034,5701.396924,3.926378479,594.1278769,35.58563191,29.19218196,469.9090516,23396.18072,10.06730216,24.24157424,32.73360521,49.5042798,5.814698151,1.586426209,9.629001548,27.30579521,29.73373551,10.14079224,2.289879116,2.059829448,0.5151646,0.334823968,5.738606945,0.80288066,4.212737808,142.1374327,21.52483425,43.40023093,4.809852445,18.07551085,3.52731848,0.708022795,3.316814067,0.418438688,2.169314055,0.38791563,1.031232719,0.854817019,0.050403379,17.29164863,6.598957412,249.018,34.13037404,120.66,7.82,113.6,7.52,5.07,12.59,1375.0198,24.66934457,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_11,3.35163018,11.40782629,0.629552563,147.9335464,4257.684682,3108.597548,5547.195559,3.920076947,598.2518765,36.97187591,27.42531558,464.8995656,23730.84475,10.10370453,24.63827564,33.26783262,49.78029774,6.117784217,1.742306785,9.526194859,27.39874372,33.0114127,10.91949217,1.922777809,2.096593168,0.503867991,0.387946255,4.562991646,0.780922363,4.092936943,141.146427,25.51290132,51.01990608,5.629332544,20.87225029,4.092717777,0.721151884,3.792952854,0.476994287,2.352435287,0.412882334,1.075566778,0.879494143,0.044325273,17.56976344,10.22103988,272.9034,28.27172827,88.84,7.79,137.1,9.61,5.84,15.45,1322.8446,20.49548677,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_12,4.18089096,8.380158015,0.46637335,109.9777652,3107.375636,2189.015517,3409.506398,2.872832761,425.4340919,26.0302015,19.68500184,336.9893954,17016.26865,7.523514447,17.17996859,25.27002694,34.21169579,4.338739048,1.187538042,6.962410662,19.68154603,19.31751481,7.032270695,1.388321426,1.376950695,0.347016377,0.232232546,3.979479408,0.527652715,3.036591496,96.63761715,15.64540119,31.59195845,3.490525937,13.05783348,2.556292872,0.514026939,2.369870564,0.297564872,1.530153743,0.27471956,0.733177072,0.605008547,0.027130083,12.58922548,4.687659974,189.728,24.93218446,74.28,7.74,112.3,6.73,4.0,10.73,1228.6582,21.98337708,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_13,2.5704992,9.586252826,0.529979719,107.3954646,3462.913376,2440.455532,3938.579877,3.168665369,473.2102597,28.34503484,23.445427,371.9511405,18847.56386,8.235042505,19.09921772,26.47234745,40.78127521,4.832947523,1.333495909,7.53260435,21.7044872,23.90498773,7.98314254,1.460348528,1.568513856,0.505724661,0.328209743,4.39791231,0.619917438,3.36577738,108.7222564,17.86794475,35.52594944,3.974242952,14.83519085,2.85463308,0.568467662,2.652639475,0.334872716,1.718657256,0.301966878,0.816114868,0.664723355,0.030145846,13.83594838,5.585468838,271.2094,22.95867439,79.42,7.75,112.8,9.66,5.78,15.44,1610.8246,20.20163551,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_14,3.26890852,7.761712433,0.373859329,87.50898933,2985.493233,2065.689506,3264.201434,2.702047056,407.4616127,24.24000116,18.27229475,313.1912014,15817.65793,6.856187236,15.73318475,22.08352406,31.94755901,3.942356799,1.114601705,6.288215239,18.32961051,19.12725046,6.782273815,1.656871712,1.364268009,0.534622709,0.245279039,3.670521316,0.543460917,2.848200162,89.65336153,15.09203402,30.34709919,3.338130946,12.40892653,2.406896154,0.481741731,2.245246007,0.282333171,1.425834172,0.258495007,0.679667594,0.570784371,0.034633343,11.77984743,4.534998603,189.728,29.69310482,83.56,7.73,99.0,8.13,4.46,12.59,1254.407,25.05490465,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_1_15,3.91415984,12.16086841,0.622675523,110.5492968,4395.441129,3292.488919,4169.610562,4.007092013,612.1259199,36.09464943,27.80238849,465.451384,23614.47115,10.21381598,23.78602357,29.91854981,49.22530261,5.912079564,1.662859872,9.447177297,27.33237063,25.04023533,9.895202858,2.479986981,2.097292655,0.551923317,0.346191656,5.786351884,0.751056998,4.220691862,131.5786967,21.7360736,43.66050236,4.863139224,18.13683605,3.473943199,0.70558984,3.26793386,0.416293384,2.121023089,0.385457656,1.036965589,0.858684673,0.05277903,18.07815756,6.937064637,267.652,20.08072251,116.46,7.73,98.1,6.62,3.65,10.27,1221.2046,17.75370064,Clay,109.960675,33.843726,694,Flat,0.353471994,4747.299805,3180.399902,798.9000244,0.513616979,0.400000006,24.60000038,40.31000137,-16.54000092
E6_2_5,19.0540675,13.31374602,0.967637293,98.17584537,8603.193825,4348.102547,26885.83348,5.643959852,616.0638598,47.83672414,55.40933212,502.1383448,26728.24752,12.11985,35.42476053,33.84762934,78.68301785,7.372177523,1.891972481,5.671893516,44.33093193,33.9090313,11.45753319,4.365772169,1.311981865,0.418841094,0.937333093,6.737810945,0.594443984,8.551968154,111.3614029,23.56820761,51.29375142,5.940192203,22.17062867,4.171549292,0.876153922,3.92257577,0.497548425,2.490686192,0.439082252,1.140067806,0.867159693,0.104908432,25.29789271,10.10963609,135.52,3.598560576,205.15,8.08,135.8,4.25,6.72,10.97,973.8806,10.84629755,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_6,14.4963765,14.86270818,0.899389948,111.0251796,9475.258145,4547.185646,29351.63457,6.517698464,805.7953229,56.44024687,66.12097386,524.5738571,29587.60948,13.44955556,40.09458098,33.44700893,65.15754089,8.158604741,2.128395736,6.314910568,49.88428141,38.14762895,11.41702274,5.050647386,1.522353763,0.44313782,0.54718983,7.9859289,0.612358133,9.40529995,128.3785637,23.81556828,52.83462512,6.089350533,22.88678736,4.291113351,0.911341028,3.929756367,0.498298184,2.517642685,0.448545978,1.13817625,0.899626199,0.112295181,22.6563078,11.81130782,269.346,5.397409244,90.45,8.12,121.6,3.46,3.43,6.89,659.1354,15.64720017,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_7,5.40881632,15.35378561,1.044189418,124.1263081,6662.708865,3495.714178,7288.971019,6.493546263,667.7632397,50.54974157,57.01386035,598.9830643,32462.86608,13.59093657,35.38468031,33.50280185,73.26304074,9.23205291,2.319168476,13.01084234,39.58550332,26.13841008,16.46878494,4.172541981,1.375689284,0.536251417,0.833720406,7.449774311,0.960348433,6.774399545,194.8499818,31.80470105,61.98546913,7.465922739,28.12757028,5.513642429,1.09299742,5.226270371,0.670770447,3.463728533,0.619093073,1.615205479,1.280455941,0.093106992,28.50805118,12.77982785,243.936,9.688373951,175.65,7.99,134.0,5.13,3.86,8.99,985.908,7.678020343,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_8,17.4383453,14.66971411,0.866700895,95.95311359,9540.705003,4555.203745,32032.37963,6.426936466,705.1185427,55.54429646,68.04263295,535.7920447,29128.01315,13.34227752,40.13520285,35.52016625,81.39066393,7.935755847,2.042960599,6.443713917,47.89272654,42.782706,10.70144827,4.459903567,1.513408616,0.431773738,0.818315095,7.227294127,0.507761689,8.954672718,124.7019004,24.72067,52.24700725,6.107110968,22.66213881,4.217858705,0.883435707,3.811794326,0.474097408,2.367865679,0.418594632,1.079779162,0.847051811,0.09488344,24.06624836,10.55573471,214.291,10.58687228,117.2,8.0,119.8,2.97,4.72,7.69,680.8186,11.28308497,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
