SampleN,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S
A5_2_13,7.869178485,0.337545063,134.2894158,4122.78361,1142.678875,18147.8855,1.907816972,524.6732183,18.32688382,17.25616605,220.5399815,12268.06996,4.781672471,12.22670448,14.52099529,33.23996648,2.917795643,0.992157653,0.954538044,10.46931811,46.97378014,5.669165432,3.714143555,1.038993452,0.248265295,0.488095239,3.150946344,0.409432182,1.773065534,52.49745785,13.38961015,27.02777881,3.187200783,12.0294807,2.26564514,0.406981532,2.025106099,0.255894854,1.29265288,0.225895446,0.591670291,0.490037459,0.113509699,7.389720305,4.915811506
A5_2_14,9.352021793,0.349912797,126.3940369,4801.134901,1425.602668,20568.87719,2.268405588,574.5517312,20.6156235,17.9099706,259.4595734,14250.98652,5.685471413,14.30305989,14.81024157,28.35206664,3.515456302,1.111997608,0.934241173,13.41228936,53.50730135,6.682428562,2.999004357,0.904959265,0.277093701,0.316637031,3.168890038,0.436818788,2.205106817,64.66656667,15.4228365,31.57438322,3.657401108,13.79000691,2.625865475,0.462031215,2.465880248,0.295908493,1.498672856,0.263390966,0.698657987,0.553447312,0.082009709,9.309836729,4.653430625
A5_2_15,7.983567384,0.306786964,127.8302298,4222.430184,1216.916321,18455.74305,2.018458753,516.3859554,18.22082988,15.59171407,221.6060283,12428.54832,4.954242935,12.67737444,14.64029301,28.79316514,2.961896531,0.979329178,0.827320887,11.2683171,47.54813172,5.733230615,2.35697955,0.829251186,0.253282708,0.176009967,2.953416968,0.352843076,1.895012308,54.5527237,12.67643172,25.71958633,2.995614476,11.38985717,2.159835951,0.410871625,1.991360826,0.246815161,1.278496593,0.22319516,0.598241156,0.484725236,0.06581153,7.122234573,3.63521206
A5_2_16,9.93839356,0.344954401,154.6358082,5097.299875,1505.057785,21844.2886,2.48189183,698.5652264,23.30348099,20.96152498,277.3361423,15485.90167,6.059501835,15.30839335,17.74914855,40.37451764,3.743417872,1.272749792,0.873279008,13.81876542,56.34433876,7.420960027,3.461980835,1.142637701,0.289965526,0.378292851,3.645366447,0.513422606,2.235643153,66.48488616,17.30484131,36.08605201,4.300358059,16.276744,3.016965889,0.500345864,2.685313177,0.329662081,1.667857211,0.294615468,0.775628175,0.627454547,0.10051763,9.20115026,5.553711009
A5_3_4,10.61421819,0.375144056,157.3573293,5813.516334,1645.619895,24271.35826,2.660648491,694.8016559,23.63505925,20.38638722,292.8516379,16548.78009,6.71653117,16.82156347,19.44661981,34.68890661,4.04698385,1.279608521,1.098225881,16.27838554,62.4374202,7.772329554,3.776944345,1.053300042,0.29664733,0.24244163,3.732406926,0.472212114,2.692762803,72.80536217,17.15994272,35.16421342,4.081542675,15.52130008,3.062288491,0.554016743,2.778692284,0.340832216,1.707491146,0.304938197,0.817239899,0.659518158,0.106923159,8.934253148,5.095276651
A5_3_5,10.78946134,0.427068365,164.7934984,5845.821207,1616.787912,25256.42507,2.762346031,742.9434425,24.92798571,21.75546343,307.3402352,16981.32184,6.840535106,16.94966089,18.6642466,47.29279102,4.260574982,1.342382926,1.089691075,16.01636334,64.99899632,8.309260864,4.349627939,1.142557407,0.300789459,1.486434479,3.971425334,0.533605268,2.686130995,73.59067082,18.98217768,38.75470564,4.537369253,17.31489979,3.324252259,0.59787014,3.045645357,0.371113961,1.85617711,0.328373821,0.881656133,0.689989515,0.120576027,9.517422509,5.566200068
A5_3_6,8.275749664,0.322733511,124.1452317,4580.425098,1239.600534,20233.97835,2.153179455,584.9150459,19.08272551,16.19528621,237.5619546,13145.983,5.160356201,13.04812799,15.22114489,34.63192239,3.274977781,1.084074871,1.179568982,12.28507875,51.60462173,6.511301622,3.471115487,0.923432822,0.231172095,0.855739963,3.079698985,0.392698902,2.05601723,56.41458035,14.81507025,30.29574717,3.546336733,13.43163039,2.587644853,0.454302843,2.316302801,0.283915542,1.444832057,0.251415137,0.657174643,0.526163006,0.108675996,6.992185945,4.257482548
A5_3_7,8.113077856,0.339648029,150.6902834,4758.913338,1333.833173,21237.23781,2.211077685,610.3059915,19.53468409,16.89693492,246.6524812,13763.24166,5.509607243,13.85594448,19.02401325,41.46511024,3.396742737,1.110829809,1.039770517,12.82004365,53.76579255,6.763220648,3.925063943,1.06763973,0.24735284,0.302571298,3.154913222,0.441889742,2.124854406,58.14101445,14.87119846,30.68322116,3.554419973,13.43805131,2.560773864,0.458507079,2.358374265,0.293595647,1.489672928,0.255241192,0.683797202,0.551716901,0.109074337,7.409869094,4.010655759
A5_3_8,7.605046276,0.358168236,135.2390691,4407.864605,1187.83832,19392.90878,2.08847104,547.1603281,17.92269607,15.58493234,228.6891644,12486.96275,4.881629628,12.34450055,17.40140155,39.16052057,3.061883209,1.026569183,1.070841592,11.36199606,49.20653376,6.171819091,3.953941923,1.139222046,0.395531818,0.411044684,3.036647975,0.474296185,1.908083519,51.54868318,13.28075686,27.05217431,3.183252338,11.86682182,2.346046835,0.439298222,2.083643328,0.294850776,1.344395894,0.272801203,0.65663389,0.534981242,0.148486619,6.54821332,3.868170284
A5_3_9,8.111643141,0.355853668,133.3053924,4483.417416,1190.045486,19621.93429,2.028687367,546.6323242,18.08525423,15.57656146,228.5472898,12746.90529,5.016959358,12.55594573,16.34416877,30.3821689,3.063933437,1.020217094,1.004116251,11.24909231,49.35935401,6.083763399,2.946748346,0.854818878,0.237474523,0.303168308,2.928540525,0.407232722,1.893102731,52.74524868,14.17427816,28.90677914,3.358747346,12.62602135,2.418406647,0.4356943,2.181610608,0.268958983,1.38245527,0.23904507,0.628684879,0.50728484,0.088809938,6.659964576,3.940622759
A5_3_10,11.34782545,0.498625676,161.9192285,6353.199643,1703.346334,26425.84142,2.877909019,756.2771444,25.19706408,20.97080727,314.9883053,17623.61783,6.928228262,17.36686337,17.69477075,35.27302393,4.332432251,1.382476362,0.992665104,16.56130276,69.74639091,8.584773879,4.516380036,1.219824871,0.319976812,0.220646161,4.015250578,0.552151479,2.775899563,75.0821668,19.38621944,39.57396031,4.587262527,17.37476564,3.349654413,0.602155847,3.071267208,0.381659556,1.914753745,0.338865744,0.894870888,0.728444336,0.13106653,9.192493803,5.57498295
A5_3_11,10.03237827,0.337083379,155.2992741,5382.661197,1506.551448,23563.59454,2.525308552,665.5639278,22.4083848,19.03012393,277.8085884,15609.11031,6.233663975,15.52274829,19.70110446,34.20664313,3.85396605,1.202039693,0.945773734,14.46829391,61.54912638,7.556502675,3.735095171,1.094502767,0.28137616,0.203536458,3.645379009,0.473018952,2.431272573,69.2899156,17.20333424,34.98454117,4.035182778,15.41154337,2.954871238,0.534263593,2.703288455,0.331587454,1.673960472,0.301998529,0.796529522,0.633557643,0.116172511,8.634169491,4.893517667
A5_3_12,9.715453938,0.445962504,173.7753494,5576.227703,1554.550864,25202.00276,2.642203878,697.5525624,23.35535731,20.24064669,295.2816895,16485.03584,6.446128132,16.18401142,22.38012872,48.10757195,3.984568708,1.255660506,1.152318784,14.85079749,63.97481794,8.225701959,3.839152046,1.13802887,0.325065185,0.347531453,4.006297501,0.51014129,2.428374021,70.17142981,18.27931491,37.22980203,4.322549908,16.50539603,3.142424721,0.571410986,2.837794104,0.357600561,1.775614392,0.317371737,0.825525051,0.665292817,0.11267044,8.735697503,4.993765845
A5_3_13,8.820708697,0.316843952,141.6276288,4775.632212,1312.896718,21789.89094,2.269781224,602.898202,20.05115086,17.07829361,251.4471334,14204.69803,5.543965945,14.10173905,20.5718152,30.79902783,3.450713333,1.135355709,0.998813159,13.03505954,56.39494529,7.231155628,3.744012793,1.076436342,0.269692751,0.186760736,3.347250774,0.448362235,2.167990361,61.94617633,16.13621101,32.8843738,3.829542617,14.58316292,2.834096308,0.504292133,2.536419229,0.312169528,1.592885241,0.275889958,0.743270154,0.597648022,0.116212936,7.543979962,4.602116912
A5_3_14,10.84530164,0.476928146,181.2046107,6040.940234,1649.625231,26725.35551,2.777368755,758.1329067,24.82306336,22.86026119,311.642984,17462.86432,6.916373689,18.37308466,23.10068938,56.20136533,4.196706092,1.384467424,1.07545107,15.97117776,69.26391801,8.722715501,5.729816493,1.457502661,0.366145483,0.388238625,4.28846525,0.620655143,2.727391622,78.27890145,20.51006922,41.84068042,4.834922646,18.44301552,3.508387579,0.646137044,3.219576779,0.3925131069999999,1.988984175,0.352194261,0.926347865,0.742196735,0.180857891,12.24086231,5.818127193
A5_3_15,10.68999366,0.394608224,160.5481709,5761.461523,1512.851856,25461.67446,2.65993457,725.7586431,23.9571871,23.93085161,297.9224709,16682.65346,6.597709779,18.13750113,22.94662969,44.47124031,4.017432026,1.354756134,1.139274917,15.15185973,67.14385588,8.528723861,5.925730738,1.453585808,0.386732936,0.233016713,4.180768015,0.569827646,2.60062671,74.98479001,19.33576583,39.68141576,4.646896535,17.52314887,3.342332382,0.602277549,3.04793105,0.382710582,1.939775818,0.34258323,0.884974705,0.72509488,0.19056339,10.2012394,5.670924453
B3_1_6,7.040279799,0.238613391,390.118623,4698.513882,978.4884659,10562.39677,1.388687526,235.0818267,14.33276537,12.77587542,187.0563588,10139.94043,4.252214629,9.542099119,12.25954504,22.01574271,2.063559032,0.654498113,4.332978709,9.169758781,29.75226273,3.710423262,1.485770415,0.635849541,0.185573075,0.113038523,3.554604383,0.312891603,1.163238449,49.06960894,7.776387657,15.96985632,1.887685977,7.208954241,1.400498568,0.274589708,1.263843195,0.158533797,0.791687259,0.142089394,0.387642884,0.296549768,0.056339244,7.289171989,2.25325472
B3_1_7,6.466003078,0.273546033,532.8904365999999,4285.729973,906.54216,9931.348076,1.172222972,208.1042195,12.87624737,11.58572015,166.2573884,9033.670854,3.690414563,8.670138118,10.89087478,19.9901003,1.892590363,0.556801224,3.7645159,8.100008667,28.45589358,3.426161836,1.338217214,0.561983143,0.175942227,0.084639057,3.125548735,0.261327095,1.016157861,45.62087598,7.214068124,14.87093107,1.767482687,6.684288926,1.251902178,0.247067653,1.148609469,0.143327667,0.715762637,0.128760263,0.339935769,0.266193721,0.049797539,6.47195071,2.340577574
B3_1_8,8.775046652,0.368205418,431.0298734,5981.349286,1151.631538,13484.53406,1.649242445,283.0221841,17.85444706,15.93538735,241.4536042,12569.38513,5.216666075,12.17344817,14.56054111,31.95709642,2.625023363,0.849835719,5.403027922,11.33338888,37.62186157,4.767091598,1.838675333,0.754492609,0.264898182,0.100527592,4.074037151,0.357582973,1.437496571,61.52289903,9.908337876,20.63061549,2.439933262,9.318576584,1.755698717,0.34215627,1.578189269,0.200208074,1.031202655,0.183924513,0.487371578,0.375951809,0.068055796,9.670836418,2.852929306
B3_1_9,6.993988343,0.261494326,439.767584,4545.636195,919.2230868,10603.16578,1.254969428,217.0865163,13.55749247,12.3962618,177.9141588,9459.188143,3.927908409,9.28711589,11.33029653,32.50689274,1.97877039,0.590169311,3.942848658,8.691167089,29.05499794,3.54571768,1.356492684,0.57168798,0.189116648,0.087897244,3.447576745,0.295174549,1.103516719,46.43987122,7.254584782,14.70111235,1.750652435,6.661481042,1.270491097,0.246573002,1.178707916,0.149142806,0.755860993,0.137788847,0.356398032,0.288687474,0.04884547,6.89109828,2.104364166
B3_1_10,6.98829025,0.256515047,385.6580798,4325.155403,882.4417604,9800.151872,1.215830096,217.4412926,13.09149944,12.03965727,167.4722074,9252.823275,3.770808737,8.761234997,10.64781618,19.79824364,1.940172595,0.595370704,3.809996176,8.298184044,27.60622913,3.361869426,1.365255675,0.556727623,0.186548865,0.07971427,3.335622799,0.269571233,1.061945821,44.7292373,7.125771432,14.5682781,1.742844615,6.624826282,1.24702104,0.248273119,1.120153253,0.143534143,0.72498545,0.127582059,0.336695009,0.280672348,0.049579526,6.52406038,1.976050887
B3_1_11,8.980364126,0.340587167,556.1058396000001,5794.213015,1182.659139,12782.58455,1.636164615,282.7159474,17.36385771,15.44775366,232.3459184,12222.51644,5.064169027,11.76994612,14.49791385,28.70992913,2.626842756,0.847674798,5.146555982,11.16907542,35.92882436,4.541450524,1.774705084,0.743961616,0.234270641,0.108546882,3.924059186,0.348732345,1.418225413,60.90488,9.67520277,20.06089884,2.37115075,9.05593136,1.678378132,0.337040003,1.521049912,0.19419126,0.980230172,0.175338643,0.469920795,0.376000422,0.066239307,9.063926262,2.606222503
B3_1_12,7.397248519,0.211843978,364.9148448,4639.831747,959.0532753,10418.9743,1.319534785,228.2634412,14.02389569,13.19143976,184.9161397,9960.857757,4.094359014,9.801293637,11.68553606,25.46459379,2.121835756,0.663995156,4.191220541,9.040295107,29.44356985,3.75544432,1.448435951,0.598044753,0.188752158,0.102632395,3.476454671,0.284171228,1.147563308,48.21845619,8.171780899,16.80290961,1.981936251,7.533164841,1.403804282,0.272366657,1.241910184,0.161465429,0.808511982,0.144986172,0.379149113,0.301958396,0.049512866,7.321985249,2.157902383
B3_1_13,5.906591177,0.18185874,571.2080087,3853.249782,818.5397004,8901.554098,1.074092609,186.8790861,11.53058578,10.50777608,148.898586,8077.185213,3.247437216,7.726307755,10.14615295,22.99806939,1.696010852,0.546304283,3.352551777,7.330451103,25.85230315,2.983850677,1.199785097,0.486443405,0.163013746,0.078136584,3.05944688,0.246957066,0.921537046,41.78032415,6.365518654,13.01327246,1.557165203,5.810406601,1.09675131,0.215763226,1.005978624,0.127388862,0.62765186,0.11074581,0.30879635,0.237900689,0.048420804,5.888466932,1.797240676
B3_1_14,7.979904523,0.289007243,464.8205612,5216.415777,1062.571075,11433.11556,1.424839997,248.4924613,15.26365335,14.27154777,203.7343436,10805.93981,4.464951571,10.40998641,12.73469261,22.46924457,2.274436441,0.743973549,4.554420028,9.900880769,32.26536341,4.017248,1.556510496,0.649912931,0.197370001,0.11029006,3.765816833,0.313294888,1.24076899,53.56378311,8.673186816,17.85207556,2.103535547,7.990872047,1.478829328,0.288573063,1.347838093,0.16989309,0.870942021,0.154597504,0.405399058,0.327016442,0.05743847,7.815392724,2.466301552
B3_2_5,11.23609516,0.379924278,564.9723993,8682.659826,1999.143564,19798.15104,2.640543236,757.7759666,35.31913122,26.10545243,284.0924241,19770.66061,6.79358563,15.74642107,13.09394947,25.87871076,3.881618009,1.41295088,4.92835209,13.65773117,31.00940093,7.095612523,3.08520633,1.746740223,0.282241684,0.096545056,4.534887348,0.379397772,1.631094313,61.17738463,18.42512731,37.68999965,4.34382688,16.26688571,2.899841696,0.484950455,2.533703313,0.308274693,1.551547143,0.278442085,0.748220621,0.608492932,0.093526559,7.984656618,9.052059867
B3_2_6,10.83673059,0.424851297,299.6042032,7221.023085,1920.885755,15640.09786,2.532339294,634.7566734,31.26863827,23.35998051,265.2186564,18359.81696,6.066898268,13.42530883,11.57879853,21.67739305,3.705241254,1.415894329,5.317197686,13.4365739,26.6505443,7.731635048,2.868388338,2.680676315,0.270751615,0.068328981,4.207279048,0.434539802,1.645877253,57.39135699,19.31457044,37.81968145,4.313860642,16.09386999,2.985476364,0.470752625,2.626134513,0.332871793,1.738181315,0.318330997,0.869613166,0.680514487,0.086098274,8.461214046,7.709465634
B3_2_7,11.08009983,0.445531187,449.8163694,7907.255809,2085.767886,17293.05195,2.621348772,704.250653,34.37374309,25.11822268,276.6028008,19808.27234,6.527037577,14.46784773,13.09962049,25.02925954,3.816135566,1.410704043,5.197646422,14.46906692,30.01621954,6.775015277,3.113715086,1.814750009,0.271580723,0.072499293,4.466669223,0.424335989,1.726888044,59.9115978,15.51513432,32.4112168,3.751149535,14.10960421,2.664886705,0.466717954,2.355553155,0.294657925,1.487775572,0.263022138,0.696203334,0.564514707,0.095283551,8.336689527,5.134010249
B3_2_8,9.793974683,0.364414465,455.5644977,7441.901741,1937.538328,16689.98253,2.47325543,690.1879303,36.20810323,24.96043077,259.9281473,20249.72486,6.022070863,13.65797035,12.20964536,21.71824572,3.894794151,1.542754654,4.749174252,12.88077097,28.36644608,7.35197569,3.00038696,1.57059483,0.258396907,0.07605423,4.12430515,0.953929048,1.55462979,55.28082175,19.41516445,38.86569262,4.379292951,16.14172807,2.963376443,0.487853728,2.645454612,0.31763152,1.581485568,0.282993577,0.754231111,0.613355832,0.082125198,7.910335035,5.496179286
B3_2_9,11.59057305,0.449739055,471.60090550000007,8111.189661,2108.86351,16718.0773,2.752761301,670.0351099,36.49557019,24.94573282,288.1549057,20852.90671,6.899462724,14.7743275,13.90655971,24.59629844,4.172826147,1.538825098,5.688763355,15.25659965,29.56013763,7.7337762,2.72638844,1.536544647,0.278788627,0.098454194,4.436791844,0.538163284,1.854589175,69.86122567,19.39372921,37.62004843,4.425227849,16.34261864,2.999936049,0.483672565,2.587303042,0.329159466,1.651947513,0.296877525,0.768126154,0.616002002,0.064066603,9.297520497,5.218492205
B3_2_10,13.05220927,0.485187854,575.9569119,9274.762589,2296.308931,20122.0899,3.040531591,766.4373771,39.78340581,29.37972943,309.2798928,22799.3083,7.929889999,16.8184957,15.08664311,26.29745402,4.648337856,1.63949323,6.427075026,16.6163711,34.75824074,7.735400795,2.808847825,1.623232759,0.349182631,0.088625267,4.940185053,0.452871747,1.959326749,69.59107858,22.98360667,46.09181983,5.184916701,18.83354322,3.341912051,0.545121367,2.871005279,0.347080965,1.712083763,0.304443603,0.778270342,0.629366684,0.072443176,9.360885711,6.704658909
B3_2_11,12.9078138,0.396101345,429.5842538,8259.688164,2298.492387,17684.74901,2.80737189,667.7073111,33.27068321,25.24390633,304.5937685,19817.79964,7.036934606,15.7441053,14.475633,25.81760401,4.212891387,1.485911992,6.141078467,16.04502557,32.3363253,7.425815272,1.851246925,1.253713053,0.293579439,0.091206482,4.617261696,0.43623988,1.987404782,71.38340391,18.81523254,37.55207833,4.416998555,16.68487213,3.078772718,0.505320734,2.675613425,0.330251442,1.635461974,0.288655904,0.737627528,0.591578137,0.045950462,10.02940167,5.443388898
B3_2_13,12.41150235,0.423151018,552.102468,8173.734117,2216.390697,18217.74872,2.864649276,702.2483906,33.65121262,25.69230973,299.0970797,19926.30285,6.96409156,15.79567312,14.26575737,27.45881893,4.245862257,1.497119476,6.033506796,15.67066849,33.1181285,7.635955863,2.328312066,1.391837525,0.284587646,0.085947188,4.587272932,0.444130796,1.924009696,68.41934591,20.91040874,41.27443129,4.733106649,17.42777038,3.066221011,0.515915492,2.715527472,0.336404656,1.683585655,0.294939965,0.773826084,0.623068988,0.053193689,9.173016544,7.948136405
B3_2_14,11.86611843,0.456443454,719.2006069,8222.500682,2286.290814,17657.41601,2.787394838,691.321231,32.54448561,24.39860081,296.4086984,19122.28595,7.193192572,15.42345468,14.91973507,27.70543304,4.118417018,1.398823035,6.12102617,15.68623752,32.31996859,7.345127219,3.050596961,1.819460234,0.325830775,0.093175883,6.934926541,0.493118977,1.988789789,72.07757114,18.33759972,37.991335,4.264457366,15.80061891,2.890237499,0.510698114,2.576074621,0.325439022,1.612931054,0.290233103,0.766795738,0.621028558,0.091079473,9.709325756,5.434480574
